2014-02-15T14:15:00Z 3.210
2014-02-15T14:15:00Z 0.340
2014-02-15T14:30:00Z 3.210
2014-02-15T14:30:00Z 0.341
2014-02-15T14:45:00Z 3.206
2014-02-15T14:45:00Z 0.341
2014-02-15T15:00:00Z 3.214
2014-02-15T15:00:00Z 0.341
2014-02-15T15:15:00Z 3.213
2014-02-15T15:15:00Z 0.341
2014-02-15T15:30:01Z 3.213
2014-02-15T15:30:01Z 0.342
2014-02-15T15:45:00Z 3.212
2014-02-15T15:45:00Z 0.343
2014-02-15T16:00:00Z 3.210
2014-02-15T16:00:00Z 0.344
2014-02-15T16:15:00Z 3.212
2014-02-15T16:15:00Z 0.345
2014-02-15T16:30:00Z 3.217
2014-02-15T16:30:00Z 0.346
2014-02-15T16:45:00Z 3.220
2014-02-15T16:45:00Z 0.347
2014-02-15T17:00:00Z 3.214
2014-02-15T17:00:00Z 0.347
2014-02-15T17:15:00Z 3.221
2014-02-15T17:15:00Z 0.348
2014-02-15T17:30:00Z 3.222
2014-02-15T17:30:00Z 0.349
2014-02-15T17:45:00Z 3.220
2014-02-15T17:45:00Z 0.350
2014-02-15T18:00:00Z 3.222
2014-02-15T18:00:00Z 0.350
2014-02-15T18:15:00Z 3.221
2014-02-15T18:15:00Z 0.351
2014-02-15T18:30:00Z 3.221
2014-02-15T18:30:00Z 0.351
2014-02-15T18:45:00Z 3.225
2014-02-15T18:45:00Z 0.351
2014-02-15T19:00:00Z 3.227
2014-02-15T19:00:00Z 0.353
2014-02-15T19:15:00Z 3.227
2014-02-15T19:15:00Z 0.352
2014-02-15T19:30:00Z 3.226
2014-02-15T19:30:00Z 0.353
2014-02-15T19:45:00Z 3.230
2014-02-15T19:45:00Z 0.353
2014-02-15T20:00:00Z 3.234
2014-02-15T20:00:00Z 0.353
2014-02-15T20:15:00Z 3.237
2014-02-15T20:15:00Z 0.354
2014-02-15T20:30:00Z 3.235
2014-02-15T20:30:00Z 0.354
2014-02-15T20:45:01Z 3.235
2014-02-15T20:45:01Z 0.354
2014-02-15T21:00:00Z 3.236
2014-02-15T21:00:00Z 0.355
2014-02-15T21:15:01Z 3.237
2014-02-15T21:15:01Z 0.355
2014-02-15T21:30:00Z 3.237
2014-02-15T21:30:00Z 0.355
2014-02-15T21:45:00Z 3.239
2014-02-15T21:45:00Z 0.356
2014-02-15T22:00:00Z 3.239
2014-02-15T22:00:00Z 0.355
2014-02-15T22:15:00Z 3.238
2014-02-15T22:15:00Z 0.356
2014-02-15T22:30:00Z 3.246
2014-02-15T22:30:00Z 0.357
2014-02-15T22:45:00Z 3.239
2014-02-15T22:45:00Z 0.357
2014-02-15T23:00:00Z 3.243
2014-02-15T23:00:00Z 0.358
2014-02-15T23:15:00Z 3.244
2014-02-15T23:15:00Z 0.358
2014-02-15T23:30:00Z 3.243
2014-02-15T23:30:00Z 0.359
2014-02-15T23:45:00Z 3.246
2014-02-15T23:45:00Z 0.359
2014-02-16T00:00:00Z 3.244
2014-02-16T00:00:00Z 0.358
2014-02-16T00:15:00Z 3.245
2014-02-16T00:15:00Z 0.359
2014-02-16T00:30:00Z 3.243
2014-02-16T00:30:00Z 0.359
2014-02-16T00:45:00Z 3.247
2014-02-16T00:45:00Z 0.359
2014-02-16T01:00:00Z 3.246
2014-02-16T01:00:00Z 0.360
2014-02-16T01:15:00Z 3.249
2014-02-16T01:15:00Z 0.360
2014-02-16T01:30:00Z 3.248
2014-02-16T01:30:00Z 0.360
2014-02-16T01:45:00Z 3.254
2014-02-16T01:45:00Z 0.361
2014-02-16T02:00:00Z 3.248
2014-02-16T02:00:00Z 0.361
2014-02-16T02:15:00Z 3.250
2014-02-16T02:15:00Z 0.361
2014-02-16T02:30:00Z 3.249
2014-02-16T02:30:00Z 0.361
2014-02-16T02:45:00Z 3.248
2014-02-16T02:45:00Z 0.361
2014-02-16T03:00:00Z 3.257
2014-02-16T03:00:00Z 0.361
2014-02-16T03:15:00Z 3.252
2014-02-16T03:15:00Z 0.361
2014-02-16T03:30:00Z 3.251
2014-02-16T03:30:00Z 0.361
2014-02-16T03:45:00Z 3.249
2014-02-16T03:45:00Z 0.361
2014-02-16T04:00:00Z 3.249
2014-02-16T04:00:00Z 0.361
2014-02-16T04:15:00Z 3.253
2014-02-16T04:15:00Z 0.361
2014-02-16T04:30:00Z 3.255
2014-02-16T04:30:00Z 0.362
2014-02-16T04:45:00Z 3.255
2014-02-16T04:45:00Z 0.362
2014-02-16T05:00:00Z 3.256
2014-02-16T05:00:00Z 0.362
2014-02-16T05:15:00Z 3.254
2014-02-16T05:15:00Z 0.362
2014-02-16T05:30:00Z 3.252
2014-02-16T05:30:00Z 0.362
2014-02-16T05:45:00Z 3.252
2014-02-16T05:45:00Z 0.362
2014-02-16T06:00:00Z 3.253
